,129.0: -48,145.0: -42,36.0: -37,
36.0: -40,
145.0: -52,36.0: -33,
129.0: -42,145.0: -41,36.0: -37,
129.0: -39,145.0: -40,36.0: -41,
129.0: -39,145.0: -42,,129.0: -42,145.0: -34,36.0: -42,
129.0: -42,145.0: -33,36.0: -42,
129.0: -42,36.0: -40,
,129.0: -41,145.0: -30,36.0: -42,
129.0: -42,145.0: -30,36.0: -42,
145.0: -30,,129.0: -37,145.0: -38,36.0: -41,
129.0: -39,145.0: -34,36.0: -42,
129.0: -39,145.0: -34,36.0: -42,
129.0: -39,145.0: -39,36.0: -94,
129.0: -41,36.0: -49,
145.0: -32,145.0: -31,36.0: -43,
36.0: -44,
129.0: -48,129.0: -46,129.0: -44,,129.0: -46,145.0: -30,36.0: -40,
129.0: -46,145.0: -30,36.0: -40,
129.0: -44,145.0: -30,36.0: -37,
145.0: -30,36.0: -38,
129.0: -44,145.0: -30,36.0: -35,
129.0: -46,36.0: -36,
145.0: -30,129.0: -49,145.0: -30,36.0: -41,
145.0: -34,36.0: -40,
129.0: -43,145.0: -36,36.0: -42,
129.0: -46,145.0: -40,36.0: -36,
129.0: -42,145.0: -41,36.0: -46,
129.0: -48,145.0: -33,36.0: -30,
129.0: -46,145.0: -34,36.0: -32,
129.0: -43,145.0: -33,36.0: -31,
129.0: -46,145.0: -38,36.0: -32,
145.0: -34,36.0: -31,

